,M,F,overall,agedays
378,1.02555013087671e-05,8.13687822914155e-06,9.19618976895434e-06,378
379,1.02039195707424e-05,8.09654091295453e-06,9.15023024184846e-06,379
380,1.01523378327176e-05,8.0562035967675e-06,9.10427071474257e-06,380
381,1.01007560946929e-05,8.01586628058047e-06,9.05831118763669e-06,381
382,1.00491743566682e-05,7.97552896439344e-06,9.01235166053081e-06,382
383,9.99759261864343e-06,7.93519164820642e-06,8.96639213342493e-06,383
384,9.94601088061869e-06,7.89485433201939e-06,8.92043260631904e-06,384
385,9.89442914259395e-06,7.85451701583237e-06,8.87447307921316e-06,385
386,9.84284740456922e-06,7.81417969964534e-06,8.82851355210728e-06,386
387,9.79126566654448e-06,7.77384238345831e-06,8.78255402500139e-06,387
388,9.73968392851974e-06,7.73350506727129e-06,8.73659449789551e-06,388
389,9.688102190495e-06,7.69316775108426e-06,8.69063497078963e-06,389
390,9.63652045247026e-06,7.65283043489723e-06,8.64467544368375e-06,390
391,9.58493871444552e-06,7.6124931187102e-06,8.59871591657786e-06,391
392,9.53335697642078e-06,7.57215580252318e-06,8.55275638947198e-06,392
393,9.48177523839604e-06,7.53181848633615e-06,8.5067968623661e-06,393
394,9.4301935003713e-06,7.49148117014912e-06,8.46083733526021e-06,394
395,9.37861176234657e-06,7.4511438539621e-06,8.41487780815433e-06,395
396,9.32703002432183e-06,7.41080653777507e-06,8.36891828104845e-06,396
397,9.27544828629709e-06,7.37046922158805e-06,8.32295875394257e-06,397
398,9.22386654827235e-06,7.33013190540102e-06,8.27699922683668e-06,398
399,9.17228481024761e-06,7.28979458921399e-06,8.2310396997308e-06,399
400,9.12070307222287e-06,7.24945727302697e-06,8.18508017262492e-06,400
401,9.06912133419814e-06,7.20911995683994e-06,8.13912064551904e-06,401
402,9.0175395961734e-06,7.16878264065291e-06,8.09316111841316e-06,402
403,8.96595785814866e-06,7.12844532446588e-06,8.04720159130727e-06,403
404,8.91437612012392e-06,7.08810800827886e-06,8.00124206420139e-06,404
405,8.86279438209918e-06,7.04777069209183e-06,7.95528253709551e-06,405
406,8.81121264407445e-06,7.0074333759048e-06,7.90932300998962e-06,406
407,8.75963090604971e-06,6.96709605971778e-06,7.86336348288374e-06,407
408,8.70804916802496e-06,6.92675874353075e-06,7.81740395577786e-06,408
409,8.65646743000023e-06,6.88642142734372e-06,7.77144442867198e-06,409
410,8.60488569197549e-06,6.8460841111567e-06,7.72548490156609e-06,410
411,8.55330395395075e-06,6.80574679496967e-06,7.67952537446021e-06,411
412,8.50172221592601e-06,6.76540947878264e-06,7.63356584735433e-06,412
413,8.45014047790127e-06,6.72507216259562e-06,7.58760632024845e-06,413
414,8.39855873987653e-06,6.68473484640859e-06,7.54164679314256e-06,414
415,8.3469770018518e-06,6.64439753022156e-06,7.49568726603668e-06,415
416,8.29539526382706e-06,6.60406021403454e-06,7.4497277389308e-06,416
417,8.24381352580232e-06,6.56372289784751e-06,7.40376821182491e-06,417
418,8.19223178777758e-06,6.52338558166048e-06,7.35780868471903e-06,418
419,8.14065004975284e-06,6.48304826547346e-06,7.31184915761315e-06,419
420,8.0890683117281e-06,6.44271094928643e-06,7.26588963050727e-06,420
421,8.03748657370336e-06,6.4023736330994e-06,7.21993010340138e-06,421
422,7.98590483567863e-06,6.36203631691238e-06,7.1739705762955e-06,422
423,7.93432309765389e-06,6.32169900072535e-06,7.12801104918962e-06,423
424,7.88274135962915e-06,6.28136168453832e-06,7.08205152208373e-06,424
425,7.83115962160441e-06,6.2410243683513e-06,7.03609199497785e-06,425
426,7.77957788357967e-06,6.20068705216427e-06,6.99013246787197e-06,426
427,7.72799614555493e-06,6.16034973597724e-06,6.94417294076609e-06,427
428,7.67641440753019e-06,6.12001241979022e-06,6.89821341366021e-06,428
429,7.62483266950546e-06,6.07967510360319e-06,6.85225388655432e-06,429
430,7.57325093148072e-06,6.03933778741616e-06,6.80629435944844e-06,430
431,7.52166919345598e-06,5.99900047122914e-06,6.76033483234256e-06,431
432,7.47008745543124e-06,5.95866315504211e-06,6.71437530523667e-06,432
433,7.4185057174065e-06,5.91832583885508e-06,6.66841577813079e-06,433
434,7.36692397938176e-06,5.87798852266805e-06,6.62245625102491e-06,434
435,7.31534224135702e-06,5.83765120648103e-06,6.57649672391903e-06,435
436,7.26376050333229e-06,5.797313890294e-06,6.53053719681315e-06,436
437,7.21217876530755e-06,5.75697657410698e-06,6.48457766970726e-06,437
438,7.16059702728281e-06,5.71663925791995e-06,6.43861814260138e-06,438
439,7.10901528925807e-06,5.67630194173292e-06,6.3926586154955e-06,439
440,7.05743355123333e-06,5.6359646255459e-06,6.34669908838961e-06,440
441,7.00585181320859e-06,5.59562730935887e-06,6.30073956128373e-06,441
442,6.95427007518385e-06,5.55528999317184e-06,6.25478003417785e-06,442
443,6.90268833715912e-06,5.51495267698482e-06,6.20882050707197e-06,443
444,6.85110659913438e-06,5.47461536079779e-06,6.16286097996608e-06,444
445,6.79952486110964e-06,5.43427804461076e-06,6.1169014528602e-06,445
446,6.7479431230849e-06,5.39394072842374e-06,6.07094192575432e-06,446
447,6.69636138506016e-06,5.35360341223671e-06,6.02498239864843e-06,447
448,6.64477964703542e-06,5.31326609604968e-06,5.97902287154255e-06,448
449,6.59319790901068e-06,5.27292877986265e-06,5.93306334443667e-06,449
450,6.54161617098595e-06,5.23259146367563e-06,5.88710381733079e-06,450
451,6.49003443296121e-06,5.1922541474886e-06,5.8411442902249e-06,451
452,6.43845269493647e-06,5.15191683130157e-06,5.79518476311902e-06,452
453,6.38687095691173e-06,5.11157951511455e-06,5.74922523601314e-06,453
454,6.33528921888699e-06,5.07124219892752e-06,5.70326570890726e-06,454
455,6.28370748086225e-06,5.03090488274049e-06,5.65730618180137e-06,455
456,6.23212574283751e-06,4.99056756655347e-06,5.61134665469549e-06,456
457,6.18054400481277e-06,4.95023025036644e-06,5.56538712758961e-06,457
458,6.12896226678804e-06,4.90989293417941e-06,5.51942760048373e-06,458
459,6.0773805287633e-06,4.86955561799239e-06,5.47346807337784e-06,459
460,6.02579879073856e-06,4.82921830180536e-06,5.42750854627196e-06,460
461,5.97421705271382e-06,4.78888098561833e-06,5.38154901916608e-06,461
462,5.92263531468908e-06,4.74854366943131e-06,5.33558949206019e-06,462
463,5.87105357666434e-06,4.70820635324428e-06,5.28962996495431e-06,463
464,5.8194718386396e-06,4.66786903705725e-06,5.24367043784843e-06,464
465,5.76789010061487e-06,4.62753172087023e-06,5.19771091074255e-06,465
466,5.71630836259013e-06,4.5871944046832e-06,5.15175138363666e-06,466
467,5.66472662456539e-06,4.54685708849617e-06,5.10579185653078e-06,467
468,5.61314488654065e-06,4.50651977230915e-06,5.0598323294249e-06,468
469,5.56156314851591e-06,4.46618245612212e-06,5.01387280231902e-06,469
470,5.50998141049117e-06,4.42584513993509e-06,4.96791327521313e-06,470
471,5.45839967246643e-06,4.38550782374807e-06,4.92195374810725e-06,471
472,5.4068179344417e-06,4.34517050756104e-06,4.87599422100137e-06,472
473,5.35523619641696e-06,4.30483319137401e-06,4.83003469389549e-06,473
474,5.30365445839222e-06,4.26449587518699e-06,4.7840751667896e-06,474
475,5.25207272036748e-06,4.22415855899996e-06,4.73811563968372e-06,475
476,5.20049098234274e-06,4.18382124281293e-06,4.69215611257784e-06,476
477,5.148909244318e-06,4.14348392662591e-06,4.64619658547195e-06,477
478,5.09732750629326e-06,4.10314661043888e-06,4.60023705836607e-06,478
479,5.04574576826853e-06,4.06280929425185e-06,4.55427753126019e-06,479
480,4.99416403024379e-06,4.02247197806483e-06,4.50831800415431e-06,480
481,4.94258229221905e-06,3.9821346618778e-06,4.46235847704842e-06,481
482,4.89100055419431e-06,3.94179734569077e-06,4.41639894994254e-06,482
483,4.83941881616957e-06,3.90146002950375e-06,4.37043942283666e-06,483
484,4.78783707814483e-06,3.86112271331672e-06,4.32447989573078e-06,484
485,4.73625534012009e-06,3.82078539712969e-06,4.27852036862489e-06,485
486,4.68467360209536e-06,3.78044808094266e-06,4.23256084151901e-06,486
487,4.63309186407062e-06,3.74011076475564e-06,4.18660131441313e-06,487
488,4.58151012604588e-06,3.69977344856861e-06,4.14064178730724e-06,488
489,4.52992838802114e-06,3.65943613238159e-06,4.09468226020136e-06,489
490,4.4783466499964e-06,3.61909881619456e-06,4.04872273309548e-06,490
491,4.42676491197166e-06,3.57876150000753e-06,4.0027632059896e-06,491
492,4.37518317394692e-06,3.53842418382051e-06,3.95680367888372e-06,492
493,4.32360143592219e-06,3.49808686763348e-06,3.91084415177783e-06,493
494,4.27201969789745e-06,3.45774955144645e-06,3.86488462467195e-06,494
495,4.22043795987271e-06,3.41741223525943e-06,3.81892509756607e-06,495
496,4.16885622184797e-06,3.3770749190724e-06,3.77296557046018e-06,496
497,4.11727448382323e-06,3.33673760288537e-06,3.7270060433543e-06,497
498,4.06569274579849e-06,3.29640028669834e-06,3.68104651624842e-06,498
499,4.01411100777375e-06,3.25606297051132e-06,3.63508698914254e-06,499
500,3.96252926974902e-06,3.21572565432429e-06,3.58912746203665e-06,500
501,3.91094753172428e-06,3.17538833813726e-06,3.54316793493077e-06,501
502,3.85936579369954e-06,3.13505102195024e-06,3.49720840782489e-06,502
503,3.8077840556748e-06,3.09471370576321e-06,3.45124888071901e-06,503
504,3.75620231765006e-06,3.05437638957618e-06,3.40528935361312e-06,504
505,3.70462057962532e-06,3.01403907338916e-06,3.35932982650724e-06,505
506,3.65303884160059e-06,2.97370175720213e-06,3.31337029940136e-06,506
507,3.60145710357584e-06,2.9333644410151e-06,3.26741077229547e-06,507
508,3.54987536555111e-06,2.89302712482808e-06,3.22145124518959e-06,508
509,3.49829362752637e-06,2.85268980864105e-06,3.17549171808371e-06,509
510,3.44671188950163e-06,2.81235249245403e-06,3.12953219097783e-06,510
511,3.39513015147689e-06,2.772015176267e-06,3.08357266387194e-06,511
512,3.34354841345215e-06,2.73167786007997e-06,3.03761313676606e-06,512
513,3.29196667542742e-06,2.69134054389294e-06,2.99165360966018e-06,513
514,3.24038493740268e-06,2.65100322770592e-06,2.9456940825543e-06,514
515,3.18880319937794e-06,2.61066591151889e-06,2.89973455544841e-06,515
516,3.1372214613532e-06,2.57032859533186e-06,2.85377502834253e-06,516
517,3.08563972332846e-06,2.52999127914484e-06,2.80781550123665e-06,517
518,3.03405798530372e-06,2.48965396295781e-06,2.76185597413077e-06,518
519,2.98247624727898e-06,2.44931664677078e-06,2.71589644702488e-06,519
520,2.93089450925425e-06,2.40897933058376e-06,2.669936919919e-06,520
521,2.87931277122951e-06,2.36864201439673e-06,2.62397739281312e-06,521
522,2.82773103320477e-06,2.3283046982097e-06,2.57801786570723e-06,522
523,2.77614929518003e-06,2.28796738202268e-06,2.53205833860135e-06,523
524,2.72456755715529e-06,2.24763006583565e-06,2.48609881149547e-06,524
525,2.67298581913055e-06,2.20729274964862e-06,2.44013928438959e-06,525
526,2.62140408110581e-06,2.1669554334616e-06,2.39417975728371e-06,526
527,2.56982234308107e-06,2.12661811727457e-06,2.34822023017782e-06,527
528,2.51824060505634e-06,2.08628080108754e-06,2.30226070307194e-06,528
529,2.4666588670316e-06,2.04594348490052e-06,2.25630117596606e-06,529
530,2.41507712900686e-06,2.00560616871349e-06,2.21034164886017e-06,530
531,2.36349539098212e-06,1.96526885252646e-06,2.16438212175429e-06,531
532,2.31191365295738e-06,1.92493153633944e-06,2.11842259464841e-06,532
533,2.26033191493264e-06,1.88459422015241e-06,2.07246306754253e-06,533
534,2.2087501769079e-06,1.84425690396538e-06,2.02650354043664e-06,534
535,2.15716843888317e-06,1.80391958777835e-06,1.98054401333076e-06,535
536,2.10558670085843e-06,1.76358227159133e-06,1.93458448622488e-06,536
537,2.05400496283369e-06,1.7232449554043e-06,1.888624959119e-06,537
538,2.00242322480895e-06,1.68290763921728e-06,1.84266543201311e-06,538
539,1.95084148678421e-06,1.64257032303025e-06,1.79670590490723e-06,539
540,1.89925974875947e-06,1.60223300684322e-06,1.75074637780135e-06,540
541,1.84767801073473e-06,1.5618956906562e-06,1.70478685069546e-06,541
542,1.79609627271e-06,1.52155837446917e-06,1.65882732358958e-06,542
543,1.74451453468526e-06,1.48122105828214e-06,1.6128677964837e-06,543
544,1.69293279666052e-06,1.44088374209511e-06,1.56690826937782e-06,544
545,1.64135105863578e-06,1.40054642590809e-06,1.52094874227193e-06,545
546,1.58976932061104e-06,1.36020910972106e-06,1.47498921516605e-06,546
547,1.5381875825863e-06,1.31987179353403e-06,1.42902968806017e-06,547
548,1.48660584456156e-06,1.27953447734701e-06,1.38307016095429e-06,548
549,1.47253612062251e-06,1.26835098749641e-06,1.37044355405946e-06,549
550,1.47097040137868e-06,1.26688543975795e-06,1.36892792056831e-06,550
551,1.46940468213485e-06,1.26541989201949e-06,1.36741228707717e-06,551
552,1.46783896289101e-06,1.26395434428103e-06,1.36589665358602e-06,552
553,1.46627324364718e-06,1.26248879654257e-06,1.36438102009488e-06,553
554,1.46470752440335e-06,1.26102324880411e-06,1.36286538660373e-06,554
555,1.46314180515952e-06,1.25955770106566e-06,1.36134975311259e-06,555
556,1.46157608591569e-06,1.2580921533272e-06,1.35983411962144e-06,556
557,1.46001036667186e-06,1.25662660558874e-06,1.3583184861303e-06,557
558,1.45844464742803e-06,1.25516105785028e-06,1.35680285263916e-06,558
559,1.4568789281842e-06,1.25369551011182e-06,1.35528721914801e-06,559
560,1.45531320894037e-06,1.25222996237336e-06,1.35377158565687e-06,560
561,1.45374748969654e-06,1.2507644146349e-06,1.35225595216572e-06,561
562,1.45218177045271e-06,1.24929886689644e-06,1.35074031867458e-06,562
563,1.45061605120888e-06,1.24783331915799e-06,1.34922468518343e-06,563
564,1.44905033196505e-06,1.24636777141953e-06,1.34770905169229e-06,564
565,1.44748461272122e-06,1.24490222368107e-06,1.34619341820114e-06,565
566,1.44591889347739e-06,1.24343667594261e-06,1.34467778471e-06,566
567,1.44435317423356e-06,1.24197112820415e-06,1.34316215121885e-06,567
568,1.44278745498972e-06,1.24050558046569e-06,1.34164651772771e-06,568
569,1.44122173574589e-06,1.23904003272723e-06,1.34013088423656e-06,569
570,1.43965601650206e-06,1.23757448498878e-06,1.33861525074542e-06,570
571,1.43809029725823e-06,1.23610893725032e-06,1.33709961725427e-06,571
572,1.4365245780144e-06,1.23464338951186e-06,1.33558398376313e-06,572
573,1.43495885877057e-06,1.2331778417734e-06,1.33406835027199e-06,573
574,1.43339313952674e-06,1.23171229403494e-06,1.33255271678084e-06,574
575,1.43182742028291e-06,1.23024674629648e-06,1.3310370832897e-06,575
576,1.43026170103908e-06,1.22878119855802e-06,1.32952144979855e-06,576
577,1.42869598179525e-06,1.22731565081957e-06,1.32800581630741e-06,577
578,1.42713026255142e-06,1.22585010308111e-06,1.32649018281626e-06,578
579,1.42556454330759e-06,1.22438455534265e-06,1.32497454932512e-06,579
580,1.42399882406376e-06,1.22291900760419e-06,1.32345891583397e-06,580
581,1.42243310481993e-06,1.22145345986573e-06,1.32194328234283e-06,581
582,1.4208673855761e-06,1.21998791212727e-06,1.32042764885168e-06,582
583,1.41930166633226e-06,1.21852236438881e-06,1.31891201536054e-06,583
584,1.41773594708843e-06,1.21705681665036e-06,1.31739638186939e-06,584
585,1.4161702278446e-06,1.2155912689119e-06,1.31588074837825e-06,585
586,1.41460450860077e-06,1.21412572117344e-06,1.31436511488711e-06,586
587,1.41303878935694e-06,1.21266017343498e-06,1.31284948139596e-06,587
588,1.41147307011311e-06,1.21119462569652e-06,1.31133384790482e-06,588
589,1.40990735086928e-06,1.20972907795806e-06,1.30981821441367e-06,589
590,1.40834163162545e-06,1.2082635302196e-06,1.30830258092253e-06,590
591,1.40677591238162e-06,1.20679798248114e-06,1.30678694743138e-06,591
592,1.40521019313779e-06,1.20533243474269e-06,1.30527131394024e-06,592
593,1.40364447389396e-06,1.20386688700423e-06,1.30375568044909e-06,593
594,1.40207875465013e-06,1.20240133926577e-06,1.30224004695795e-06,594
595,1.4005130354063e-06,1.20093579152731e-06,1.3007244134668e-06,595
596,1.39894731616247e-06,1.19947024378885e-06,1.29920877997566e-06,596
597,1.39738159691864e-06,1.19800469605039e-06,1.29769314648451e-06,597
598,1.39581587767481e-06,1.19653914831193e-06,1.29617751299337e-06,598
599,1.39425015843097e-06,1.19507360057348e-06,1.29466187950223e-06,599
600,1.39268443918714e-06,1.19360805283502e-06,1.29314624601108e-06,600
601,1.39111871994331e-06,1.19214250509656e-06,1.29163061251994e-06,601
602,1.38955300069948e-06,1.1906769573581e-06,1.29011497902879e-06,602
603,1.38798728145565e-06,1.18921140961964e-06,1.28859934553765e-06,603
604,1.38642156221182e-06,1.18774586188118e-06,1.2870837120465e-06,604
605,1.38485584296799e-06,1.18628031414272e-06,1.28556807855536e-06,605
606,1.38329012372416e-06,1.18481476640427e-06,1.28405244506421e-06,606
607,1.38172440448033e-06,1.18334921866581e-06,1.28253681157307e-06,607
608,1.3801586852365e-06,1.18188367092735e-06,1.28102117808192e-06,608
609,1.37859296599267e-06,1.18041812318889e-06,1.27950554459078e-06,609
610,1.37702724674884e-06,1.17895257545043e-06,1.27798991109963e-06,610
611,1.37546152750501e-06,1.17748702771197e-06,1.27647427760849e-06,611
612,1.37389580826118e-06,1.17602147997351e-06,1.27495864411735e-06,612
613,1.37233008901735e-06,1.17455593223506e-06,1.2734430106262e-06,613
614,1.37076436977352e-06,1.1730903844966e-06,1.27192737713506e-06,614
615,1.36919865052968e-06,1.17162483675814e-06,1.27041174364391e-06,615
616,1.36763293128585e-06,1.17015928901968e-06,1.26889611015277e-06,616
617,1.36606721204202e-06,1.16869374128122e-06,1.26738047666162e-06,617
618,1.36450149279819e-06,1.16722819354276e-06,1.26586484317048e-06,618
619,1.36293577355436e-06,1.1657626458043e-06,1.26434920967933e-06,619
620,1.36137005431053e-06,1.16429709806585e-06,1.26283357618819e-06,620
621,1.3598043350667e-06,1.16283155032739e-06,1.26131794269704e-06,621
622,1.35823861582287e-06,1.16136600258893e-06,1.2598023092059e-06,622
623,1.35667289657904e-06,1.15990045485047e-06,1.25828667571475e-06,623
624,1.35510717733521e-06,1.15843490711201e-06,1.25677104222361e-06,624
625,1.35354145809138e-06,1.15696935937355e-06,1.25525540873247e-06,625
626,1.35197573884755e-06,1.15550381163509e-06,1.25373977524132e-06,626
627,1.35041001960372e-06,1.15403826389663e-06,1.25222414175018e-06,627
628,1.34884430035989e-06,1.15257271615818e-06,1.25070850825903e-06,628
629,1.34727858111606e-06,1.15110716841972e-06,1.24919287476789e-06,629
630,1.34571286187223e-06,1.14964162068126e-06,1.24767724127674e-06,630
631,1.34414714262839e-06,1.1481760729428e-06,1.2461616077856e-06,631
632,1.34258142338456e-06,1.14671052520434e-06,1.24464597429445e-06,632
633,1.34101570414073e-06,1.14524497746588e-06,1.24313034080331e-06,633
634,1.3394499848969e-06,1.14377942972742e-06,1.24161470731216e-06,634
635,1.33788426565307e-06,1.14231388198897e-06,1.24009907382102e-06,635
636,1.33631854640924e-06,1.14084833425051e-06,1.23858344032987e-06,636
637,1.33475282716541e-06,1.13938278651205e-06,1.23706780683873e-06,637
638,1.33318710792158e-06,1.13791723877359e-06,1.23555217334759e-06,638
639,1.33162138867775e-06,1.13645169103513e-06,1.23403653985644e-06,639
640,1.33005566943392e-06,1.13498614329667e-06,1.2325209063653e-06,640
